resultId,Kittens/Pleasant-Puppies/Unpleasant,Puppies/Pleasant-Kittens/Unpleasant,IAT_Score,catdogexplicit,Tiktok,Pinterest
603018c9229faf1602cba028,990.6538462,835.25,-155.4038462,Dog,2,1
60301bd0229faf1602cba02b,977.8653846,853.2115385,-124.6538462,Dog,4,2
603030f5229faf1602cba02f,2237.096154,1458.134615,-778.9615385,Dog,0,0
6030469b229faf1602cba045,988.2307692,965.1730769,-23.05769231,Dog,4,3
603047ca229faf1602cba047,926.5576923,952.2884615,25.73076923,Cat,2,2
60304c1a229faf1602cba04c,998.1346154,1175.673077,177.5384615,Dog,1,2
60305041229faf1602cba051,1104.615385,1155.692308,51.07692308,Dog,4,0
60305658229faf1602cba053,1091.115385,1048.846154,-42.26923077,Dog,0,3
6030578f229faf1602cba054,1002.192308,1095.673077,93.48076923,Dog,0,3
60305b5e229faf1602cba057,917.4230769,1179.480769,262.0576923,Cat,4,4
603070f4229faf1602cba059,879.8269231,1061.576923,181.75,Cat,0,0
6030773e229faf1602cba05c,1125.192308,1125.538462,0.346153846,Dog,4,1
60307aa0229faf1602cba05d,1432.634615,1020.653846,-411.9807692,Dog,4,4
60307c4b229faf1602cba05e,1381,1136.865385,-244.1346154,Dog,0,0
6030891c229faf1602cba061,1041.134615,1325.134615,284,Cat,2,2
60308e54229faf1602cba068,1310.134615,1088.75,-221.3846154,Dog,3,0
60308e90229faf1602cba069,967.1730769,1144.692308,177.5192308,Cat,0,2
6030930e229faf1602cba06a,756.0769231,924.1538462,168.0769231,Dog,4,1
60309bc6229faf1602cba06b,1177.653846,994.6153846,-183.0384615,Cat,4,2
60309fc6229faf1602cba070,1094.192308,981.6153846,-112.5769231,Cat,2,0
6030a834229faf1602cba072,1415.173077,1149.923077,-265.25,Dog,4,3
6030ab20229faf1602cba073,947.8846154,966.5961538,18.71153846,Cat,4,3
6030ac2d229faf1602cba074,995.5769231,878.1923077,-117.3846154,Cat,1,3
6030b3c0229faf1602cba075,919.5961538,858.0384615,-61.55769231,Dog,0,0
60312238229faf1602cba07b,1129.576923,1199.173077,69.59615385,Cat,0,0
603137d4229faf1602cba08e,1186.769231,1187.923077,1.153846154,Dog,4,2
603138a7229faf1602cba090,951.1730769,999.1538462,47.98076923,Dog,4,2
60313d6e229faf1602cba091,941.0576923,1077.076923,136.0192308,Dog,1,0
603142fd229faf1602cba095,966.5384615,1031.5,64.96153846,Dog,0,0
603147f0229faf1602cba096,1093.634615,997.4230769,-96.21153846,Dog,3,2
60315b79229faf1602cba0a1,1080.423077,983.9615385,-96.46153846,Dog,1,0
60315d70229faf1602cba0a5,955.1730769,1031.615385,76.44230769,Cat,3,0
6031622e229faf1602cba0a8,1168.673077,1013.596154,-155.0769231,Dog,4,2
60316739229faf1602cba0ad,1061.403846,986.9807692,-74.42307692,Dog,4,2
6031680b229faf1602cba0ae,782.2692308,983.7692308,201.5,Dog,4,2
603171dd229faf1602cba0b5,1339.576923,871.0769231,-468.5,Dog,4,1
60317ac0229faf1602cba0bb,1185.211538,1235.846154,50.63461538,Dog,3,0
60317caf229faf1602cba0bd,1265,1129.403846,-135.5961538,Dog,2,0
60317e12229faf1602cba0bf,1069.269231,1179.173077,109.9038462,Dog,3,2
60317f43229faf1602cba0c0,1138.211538,896.3076923,-241.9038462,Dog,1,2
6031849f229faf1602cba0c3,1371.038462,1031,-340.0384615,Cat,2,0
603188b0229faf1602cba0c8,1194.846154,1483.153846,288.3076923,Dog,4,0
603189e2229faf1602cba0cb,711.9038462,863.3461538,151.4423077,Cat,3,2
60318e33229faf1602cba0d1,833.5,820.0769231,-13.42307692,Dog,3,2
60318f49229faf1602cba0d2,865.4423077,798,-67.44230769,Dog,3,2
603191f0229faf1602cba0d4,986.7692308,849.9615385,-136.8076923,Dog,3,1
603192f3229faf1602cba0d7,976.1538462,1177.596154,201.4423077,Cat,3,2
603195cd229faf1602cba0da,800,696.8076923,-103.1923077,Dog,4,1
60319794229faf1602cba0df,841.0192308,854.6730769,13.65384615,Dog,3,2
6031999c229faf1602cba0e4,871.6730769,1025.903846,154.2307692,Dog,2,2
60319a49229faf1602cba0e5,849.5769231,963.6346154,114.0576923,Dog,3,2
60319c91229faf1602cba0e6,908.7884615,1039.423077,130.6346154,Cat,0,0
60319cbd229faf1602cba0e7,1146.826923,1198.826923,52,Dog,4,2
60319e8e229faf1602cba0e8,1466.230769,1474.423077,8.192307692,Cat,4,2
6031a72d229faf1602cba0e9,1021.25,1258.384615,237.1346154,Dog,2,0
6031a898229faf1602cba0ee,799.4038462,717.0384615,-82.36538462,Dog,0,1
6031a92d229faf1602cba0ef,935.9038462,1123.403846,187.5,Cat,0,0
6031b311229faf1602cba0f0,1099.923077,851.2884615,-248.6346154,Dog,0,0
6031b949229faf1602cba0f5,1116.423077,1577.153846,460.7307692,Cat,0,3
6031b9a4229faf1602cba0f6,1106.326923,1013.807692,-92.51923077,Cat,1,0
6031ba1c229faf1602cba0f8,942.7307692,1007.134615,64.40384615,Cat,4,2
6031bd32229faf1602cba0fe,1038.173077,1337.403846,299.2307692,Cat,4,0
6031bde9229faf1602cba100,1061.192308,1181.115385,119.9230769,Cat,4,1
6031be16229faf1602cba101,864.1923077,827.7115385,-36.48076923,Cat,4,4
6031c027229faf1602cba105,891.9230769,1101.038462,209.1153846,Cat,0,0
6031c0b1229faf1602cba107,1178.596154,1109.961538,-68.63461538,Cat,0,0
6031c148229faf1602cba10a,1474.519231,808.0576923,-666.4615385,Dog,0,0
6031c243229faf1602cba10b,1993.019231,1089.307692,-903.7115385,Dog,4,4
6031c3f5229faf1602cba112,1025.576923,1143.076923,117.5,Dog,0,0
6031c47b229faf1602cba115,1102.461538,1286.538462,184.0769231,Dog,0,0
6031c534229faf1602cba116,1283.865385,1315.519231,31.65384615,Cat,0,0
6031ccb9229faf1602cba11e,843.0192308,1018.461538,175.4423077,Cat,1,0
6031ccea229faf1602cba11f,788.6538462,745.6346154,-43.01923077,Cat,4,2
6031cd04229faf1602cba120,1162.365385,1561.538462,399.1730769,Dog,4,1
6031cd9d229faf1602cba121,1388.519231,943.3269231,-445.1923077,Dog,0,1
6031cf61229faf1602cba124,1170.653846,1294.75,124.0961538,Dog,4,4
6031d03d229faf1602cba125,1028.942308,866.6923077,-162.25,Dog,4,2
6031d0f3229faf1602cba127,1346.807692,1011.384615,-335.4230769,Dog,0,0
6031d3f6229faf1602cba12d,1088.903846,1161.019231,72.11538462,Cat,3,1
6031d577229faf1602cba12e,1293.365385,1007.076923,-286.2884615,Dog,4,2
6031d77d229faf1602cba130,841.7884615,896.6538462,54.86538462,Dog,4,2
6031d7f4229faf1602cba136,1563.903846,1196.211538,-367.6923077,Dog,4,3
6031d84a229faf1602cba139,932.4230769,950.9615385,18.53846154,Dog,2,1
6031d8be229faf1602cba13e,1180.211538,1043.826923,-136.3846154,Dog,3,2
6031d9d7229faf1602cba140,927.5,1137.519231,210.0192308,Dog,3,0
6031da91229faf1602cba142,1428.038462,1800.711538,372.6730769,Cat,4,2
6031de0e229faf1602cba148,1108.865385,1295.730769,186.8653846,Dog,2,0
6031df1b229faf1602cba14b,883.1730769,1007.173077,124,Cat,0,0
6031df23229faf1602cba14c,998.5,1002.480769,3.980769231,Cat,4,2
6031dff6229faf1602cba14d,1804.096154,1387.826923,-416.2692308,Dog,1,0
6031e006229faf1602cba14e,2080.153846,1366.25,-713.9038462,Dog,1,2
6031e256229faf1602cba153,1214.538462,941.7692308,-272.7692308,Dog,4,3
6031e29f229faf1602cba154,895.3461538,760.0192308,-135.3269231,Dog,0,1
6031e38d229faf1602cba15a,975.1923077,1106.730769,131.5384615,Dog,2,0
6031e40e229faf1602cba15d,989.6538462,967.75,-21.90384615,Dog,0,0
6031e49a229faf1602cba15e,1266.442308,1044.769231,-221.6730769,Dog,1,1
6031e4c6229faf1602cba15f,989.8076923,1052.673077,62.86538462,Dog,4,0
6031e6bf229faf1602cba161,1339,1224.923077,-114.0769231,Dog,0,0
6031e761229faf1602cba164,1068.711538,713.0576923,-355.6538462,Dog,3,0
6031e8d5229faf1602cba165,947.9423077,1130.75,182.8076923,Cat,0,0
6032fbb3229faf1602cba1ba,1300.403846,1187.192308,-113.2115385,Dog,4,0
